priority,url,file,language,page_type,in_sitemap,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,primary_keyword,supporting_keywords,title,title_length,meta_description_length,h1,word_count,issues,recommendations
P2,https://anyconverter.io/es/remove-pdf-pages/,es\remove-pdf-pages\index.html,es,tool,yes,0,334,0%,85.17,eliminar paginas pdf,eliminar paginas de un pdf; eliminar paginas pdf online; remove a page in pdf; eliminar páginas pdf,Eliminar Páginas de PDF Online Gratis | AnyConverter,52,144,Eliminar Páginas de PDF,245,Thin visible content (245 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'eliminar paginas pdf' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/es/pdf-merge/,es\pdf-merge\index.html,es,tool,yes,1,312,0.32%,75.61,unir pdf online,unir pdf; unir pdf online gratis; unir dos pdf; combinar archivos pdf gratis,Unir PDF Online Gratis — Combinar Archivos PDF | AnyConverter,61,157,Unir Archivos PDF Online,314,Thin visible content (314 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'unir pdf online' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/da/internet-speed-test/,da\internet-speed-test\index.html,da,tool,yes,0,284,0%,70.25,internet speed test online,free internet speed test; online test internet speed; internet speed test free; test internet hastighed,Internethastighed Test Online Gratis | AnyConverter,51,152,Internethastighed Test,252,Thin visible content (252 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'internet speed test online' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/es/edit-pdf/,es\edit-pdf\index.html,es,tool,yes,0,206,0%,78.29,editar texto pdf gratis,editar texto pdf online gratis; editar texto pdf online; editar pdf texto online; editar pdf nline,"Editar PDF — Agregar Texto, Formas y Resaltados | AnyConverter",62,154,Editar PDF — Agregar Texto y Formas,326,Thin visible content (326 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'editar texto pdf gratis' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/extract-pdf-pages/,extract-pdf-pages\index.html,en,tool,yes,0,175,0%,83.47,extract pdf pages free,extract pages from pdf free; extract pdf pages online; extract page from pdf free; extract 1 page from pdf,Extract PDF Pages Online Free | AnyConverter,44,144,Extract PDF Pages,254,Thin visible content (254 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'extract pdf pages free' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/es/ocr-pdf/,es\ocr-pdf\index.html,es,tool,yes,0,168,0%,71.39,pdf ocr,ocr pdf; pdf extraer; converter ocr pdf,OCR PDF — Extraer Texto de PDF Escaneado | AnyConverter,55,138,OCR PDF — Extraer Texto de Escaneos,321,Thin visible content (321 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'pdf ocr' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/pdf-merge/,pdf-merge\index.html,en,tool,yes,0,145,0%,70.79,pdf combine,merge pdf files; combine pdf files; pdf merge; pdf combiner,Merge PDF Files Online — Free PDF Combiner | AnyConverter,57,152,Merge PDF Files Online,392,Thin visible content (392 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'pdf combine' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/es/qr-code-generator/,es\qr-code-generator\index.html,es,tool,yes,0,132,0%,84.27,generador codigos qr,generador de codigo qr gratis; qr code generator gratis; qr online gratis; generador de codigo qr,Generador de Códigos QR Online Gratis | AnyConverter,52,157,Generador de Códigos QR,470,Thin visible content (470 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'generador codigos qr' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/es/extract-pdf-pages/,es\extract-pdf-pages\index.html,es,tool,yes,0,105,0%,85.96,extract pdf pages free,extract pages from pdf free; extraer paginas pdf; extraer paginas de un pdf; extract pdf pages online,Extraer Páginas de PDF Online Gratis | AnyConverter,51,157,Extraer Páginas de PDF,257,Thin visible content (257 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'extract pdf pages free' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/es/rotate-pdf/,es\rotate-pdf\index.html,es,tool,yes,0,99,0%,82.23,rotar paginas pdf,rotar paginas de pdf,Rotar Páginas de PDF Online Gratis | AnyConverter,49,142,Rotar Páginas de PDF,295,Thin visible content (295 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'rotar paginas pdf' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/keyboard-tester/,keyboard-tester\index.html,en,tool,yes,0,99,0%,83.67,keyboard tester online,check keyboard online; online keyboard tester; keyboard check online; test keyboard keys online,Keyboard Tester Online Free | AnyConverter,42,159,Keyboard Tester,250,Thin visible content (250 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'keyboard tester online' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/gst-vat-calculator/,gst-vat-calculator\index.html,en,tool,yes,0,81,0%,47.16,calculate gst,,GST & VAT Calculator Online Free | AnyConverter,47,149,GST / VAT Calculator,517,Thin visible content (517 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'calculate gst' naturally in the title/meta/H1 or first SEO section where it reads well."
P2,https://anyconverter.io/add-watermark/,add-watermark\index.html,en,tool,yes,0,80,0%,76.92,add watermark,add watermark to pdf,Add Watermark to PDF Online Free | AnyConverter,47,149,Add Watermark to PDF,233,Thin visible content (233 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'add watermark' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/uuid-generator/,uuid-generator\index.html,en,tool,yes,0,80,0%,76.25,uuid generator,uuid generator online; uuid format online,UUID Generator Online Free | AnyConverter,41,122,UUID / GUID Generator,448,Thin visible content (448 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'uuid generator' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/es/pdf-compress/,es\pdf-compress\index.html,es,tool,yes,0,79,0%,78.04,comprimir pdf online gratis,comprimir pdf online; comprimir pdf gratis on line; reducir tamaño de pdf gratis; reducir tamaño pdf online gratis,Comprimir PDF Online Gratis — Reducir Tamaño | AnyConverter,59,140,Comprimir PDF Online,288,Thin visible content (288 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'comprimir pdf online gratis' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/es/pdf-split/,es\pdf-split\index.html,es,tool,yes,0,79,0%,87.24,extraer paginas pdf,dividir pdf; extraer paginas de un pdf; extraer pagina pdf online; dividir pdf online,Dividir PDF Online — Extraer Páginas Gratis | AnyConverter,58,151,Dividir PDF — Extraer Páginas Online,420,Thin visible content (420 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'extraer paginas pdf' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
P2,https://anyconverter.io/,index.html,en,hub,yes,2,77,2.6%,41.87,online tools,,"Free Converter Tools — JSON, PDF, Image & More | AnyConverter",61,129,"Free Online Tools — Convert, Calculate & Create",1773,,
P2,https://anyconverter.io/da/bmi-calculator/,da\bmi-calculator\index.html,da,tool,yes,0,75,0%,86.71,bmi beregner,beregn dit bmi; beregn bmi; bmi beregn; beregn din bmi,BMI Beregner Online Gratis | AnyConverter,41,144,BMI Beregner,393,Thin visible content (393 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'bmi beregner' naturally in the title/meta/H1 or first SEO section where it reads well. High-impression but low-rank page: improve content depth and add contextual internal links from related pages."
